,N06421D
N06351L,0.04008474273172633
N06411H,0.03355842894613536
N06421A,0.013445018459208303
N06421D,0.0
N06421E,0.0
N06421F,0.028239007383815854
N06421G,0.03431974431616554
N06431Y,0.023183241469986023
N31111S,0.0
N31111U,0.017112789890635766
N31111W,0.02150496695627251
