,N06421G
N06351L,0.017256203006705148
N06411H,0.025526462645515186
N06421A,0.019851134483950164
N06421D,0.03733087118552733
N06421E,0.01814403938902556
N06421F,0.017799750977574618
N06421G,0.0
N06431Y,0.032364827834327016
N31111S,0.01942068062531146
N31111U,0.014919930192863244
N31111W,0.04368943653448487
