,N06411H
N06351L,0.025787931618654544
N06411H,0.0
N06421A,0.007823568417081313
N06421D,0.030241392387313826
N06421E,0.013893627682867768
N06421F,0.0395601657842738
N06421G,0.03389732207831362
N06431Y,0.04344025967817163
N31111S,0.022481756977978534
N31111U,0.006401595372418932
N31111W,0.04527669689850765
