,N31111W
N06351L,0.026346266102577426
N06411H,0.024347824595274892
N06421A,0.024461132594990036
N06421D,0.03469013103338769
N06421E,0.0
N06421F,0.015027171970851084
N06421G,0.032736965789906154
N06431Y,0.015969959759324675
N31111S,0.021734199041190207
N31111U,0.014938190881763956
N31111W,0.0
