,N06421E
N06351L,0.014558259890194951
N06411H,0.03317856160548607
N06421A,0.0
N06421D,0.02415046260486616
N06421E,0.0
N06421F,0.01629041101627149
N06421G,0.012507692341614614
N06431Y,0.011759461630910926
N31111S,0.022966214404862285
N31111U,0.011076287653753512
N31111W,0.011644620921339447
