,N06421F
N06351L,0.037047182408779446
N06411H,0.021307991530034785
N06421A,0.0
N06421D,0.024528366189462546
N06421E,0.02069809493230059
N06421F,0.0
N06421G,0.013364936912834692
N06431Y,0.057776613661787185
N31111S,0.02167633657015746
N31111U,0.0
N31111W,0.03157835022484152
