,N06351L
N06351L,0.0
N06411H,0.04460240948555897
N06421A,0.0
N06421D,0.027030230790859335
N06421E,0.024553353188281533
N06421F,0.04096257747151095
N06421G,0.027259865825640165
N06431Y,0.04949498736987174
N31111S,0.023402043973345575
N31111U,0.0
N31111W,0.0292068633172395
