,N06431Y
N06351L,0.03782728514312404
N06411H,0.03091218344836096
N06421A,0.0
N06421D,0.034143887115347084
N06421E,0.023013031586511638
N06421F,0.06574047181983209
N06421G,0.019475253541414123
N06431Y,0.0
N31111S,0.021863714241750532
N31111U,0.0
N31111W,0.023665479292527575
