,N06421F
N06351L,0.017121150936259388
N06411H,0.030472034511011922
N06421A,0.0
N06421D,0.02344479632450636
N06421E,0.004700957975024154
N06421F,0.0
N06421G,0.011849597701137476
N06431Y,0.028913963049237965
N31111S,0.008260703020193565
N31111U,0.0
N31111W,0.004922559210573661
