,N06421D
N06351L,0.016635539687178378
N06411H,0.028232734357493516
N06421A,0.004598494094958648
N06421D,0.0
N06421E,0.0
N06421F,0.05393388763834722
N06421G,0.01636094115310887
N06431Y,0.0384414968903365
N31111S,0.0
N31111U,0.005059313232443227
N31111W,0.01424691522281515
