,N31111W
N06351L,0.03334837365590256
N06411H,0.031742796205500474
N06421A,0.003308105560594458
N06421D,0.008682269666382173
N06421E,0.0
N06421F,0.022755665454867045
N06421G,0.024216830530682406
N06431Y,0.028648043966194504
N31111S,0.036842648627366636
N31111U,0.01543953298019352
N31111W,0.0
