,N06411H
N06351L,0.005279867580452593
N06411H,0.0
N06421A,0.009011792058598334
N06421D,0.025490187510865903
N06421E,0.016153130122933557
N06421F,0.03716474707213908
N06421G,0.021297335562413363
N06431Y,0.029789414218280345
N31111S,0.013167220747880641
N31111U,0.008131453500610935
N31111W,0.020910696587364663
