,N06421G
N06351L,0.05063922469400409
N06411H,0.05043910447690809
N06421A,0.008626640959456516
N06421D,0.015534877657771421
N06421E,0.01655372307067269
N06421F,0.030039191657167542
N06421G,0.0
N06431Y,0.019643472262537688
N31111S,0.02541538484060224
N31111U,0.01585445853844066
N31111W,0.017488002747212024
