,N31111U
N06351L,0.05298752662959821
N06411H,0.05534733449414532
N06421A,0.019939404425554193
N06421D,0.035344785871969785
N06421E,0.0
N06421F,0.0
N06421G,0.03509349877623195
N06431Y,0.0
N31111S,0.0
N31111U,0.0
N31111W,0.023346757244859833
