,N06421E
N06351L,0.03445176837688617
N06411H,0.034304366364133934
N06421A,0.0
N06421D,0.019041124648926103
N06421E,0.0
N06421F,0.01680117943593597
N06421G,0.03721966446819587
N06431Y,0.026991812664150294
N31111S,0.03810399120282293
N31111U,0.011124862526804481
N31111W,0.03018590739791688
