,N06691U
N06691U,0.0
N06731X,0.008509144273422307
N06731Y,0.08961774002913839
N26151X,0.020907446579977264
N29121G,0.018133419940452745
N29131B,0.028482425892190164
N29131C,0.021578988115707697
N29141A,0.019070062194881884
N29142H,0.061779005800473526
N29131F,0.01668330893510778
