,N06731Y
N06691U,0.018247225997781745
N06731X,0.005012325217240061
N06731Y,0.0
N26151X,0.006282494685866645
N29121G,0.013657184611815424
N29131B,0.018012751145140102
N29131C,0.0062956892606521936
N29141A,0.013796639077166417
N29142H,0.05021741891760131
N29131F,0.021369996880795637
