,N06731X
N06691U,0.03215494801620966
N06731X,0.0
N06731Y,0.03420694595956917
N26151X,0.06605646586869207
N29121G,0.07298329401841754
N29131B,0.07671107616968854
N29131C,0.050542692317251114
N29141A,0.06799660161224934
N29142H,0.058353790626521906
N29131F,0.03842914863963639
