,N29141A
N06691U,0.021579154586578483
N06731X,0.03963942571005629
N06731Y,0.021592989563085085
N26151X,0.017464435377029856
N29121G,0.07332873416155115
N29131B,0.0643287738039522
N29131C,0.026103038806056095
N29141A,0.0
N29142H,0.048304485876791585
N29131F,0.007522979283660043
