,N26151X
N06691U,0.02697208607154205
N06731X,0.04316226035737791
N06731Y,0.030162031930703406
N26151X,0.0
N29121G,0.04771914628081103
N29131B,0.054436272348780027
N29131C,0.04080200174530157
N29141A,0.039015935665384006
N29142H,0.058948680336468655
N29131F,0.01866720600143648
